course_id,local,modality,date,total_leads
HCP,Centro 4,In-person,2026-04-13,20
SST,Centro 2,Online,2026-04-13,20
HCP,Centro 5,In-person,2026-04-13,19
LID,Centro 4,Online,2026-04-13,19
EXC,Centro 4,Hybrid,2026-04-13,18
GES,Centro 5,In-person,2026-04-13,18
HCP,Centro 4,Hybrid,2026-04-13,18
PYT,Centro 3,In-person,2026-04-13,18
SCI,Centro 1,Hybrid,2026-04-13,18
GER,Centro 5,Hybrid,2026-04-13,17
PRO,Centro 5,Online,2026-04-13,17
PRO,Centro 2,In-person,2026-04-13,17
SCI,Centro 3,In-person,2026-04-13,16
SEG,Centro 4,In-person,2026-04-13,16
GER,Centro 4,In-person,2026-04-13,15
GES,Centro 3,In-person,2026-04-13,15
INF,Centro 3,In-person,2026-04-13,15
SCI,Centro 5,In-person,2026-04-13,15
SST,Centro 5,Hybrid,2026-04-13,15
VND,Centro 4,Hybrid,2026-04-13,15
EXC,Centro 4,In-person,2026-04-13,14
HCP,Centro 2,Hybrid,2026-04-13,14
SEG,Centro 1,Hybrid,2026-04-13,14
SEG,Centro 4,Hybrid,2026-04-13,14
INF,Centro 1,Hybrid,2026-04-13,13
TUR,Centro 3,In-person,2026-04-13,13
CYB,Centro 4,In-person,2026-04-13,12
INF,Centro 5,Hybrid,2026-04-13,12
PYT,Centro 4,In-person,2026-04-13,12
PYT,Centro 1,In-person,2026-04-13,11
EXC,Centro 5,Hybrid,2026-04-13,10
HAC,Centro 1,In-person,2026-04-13,10
INF,Centro 1,In-person,2026-04-13,10
LID,Centro 1,Hybrid,2026-04-13,10
PBI,Centro 4,In-person,2026-04-13,10
VND,Centro 3,Online,2026-04-13,10
EXC,Centro 3,Online,2026-04-13,9
HAC,Centro 3,In-person,2026-04-13,9
LOG,Centro 1,In-person,2026-04-13,9
SEG,Centro 5,In-person,2026-04-13,9
GES,Centro 5,Online,2026-04-13,8
HAC,Centro 3,Hybrid,2026-04-13,8
LID,Centro 2,Online,2026-04-13,8
PBI,Centro 3,Online,2026-04-13,8
PBI,Centro 4,Online,2026-04-13,8
EMP,Centro 5,In-person,2026-04-13,7
EXC,Centro 2,In-person,2026-04-13,7
LOG,Centro 1,Hybrid,2026-04-13,7
EXC,Centro 2,Online,2026-04-13,6
HOT,Centro 3,Hybrid,2026-04-13,6
INF,Centro 4,Hybrid,2026-04-13,6
MNT,Centro 4,In-person,2026-04-13,6
PRO,Centro 4,Hybrid,2026-04-13,5
PYT,Centro 3,Online,2026-04-13,5
SOC,Centro 3,Hybrid,2026-04-13,5
FOR,Centro 1,In-person,2026-04-13,4
GER,Centro 1,Hybrid,2026-04-13,4
SCI,Centro 5,Hybrid,2026-04-13,4
SEG,Centro 2,In-person,2026-04-13,4
SST,Centro 2,In-person,2026-04-13,4
SST,Centro 3,In-person,2026-04-13,4
VND,Centro 1,In-person,2026-04-13,4
HCP,Centro 5,Hybrid,2026-04-13,3
HOT,Centro 5,In-person,2026-04-13,3
INF,Centro 2,In-person,2026-04-13,3
ING,Centro 4,Hybrid,2026-04-13,3
PRI,Centro 2,In-person,2026-04-13,3
PYT,Centro 1,Online,2026-04-20,242
GES,Centro 4,Online,2026-04-20,182
SCI,Centro 1,In-person,2026-04-20,139
LOG,Centro 1,Hybrid,2026-04-20,128
PBI,Centro 3,Hybrid,2026-04-20,127
CYB,Centro 4,Online,2026-04-20,125
CYB,Centro 3,Hybrid,2026-04-20,115
MNT,Centro 4,In-person,2026-04-20,113
VND,Centro 3,Online,2026-04-20,110
MNT,Centro 1,In-person,2026-04-20,94
PYT,Centro 2,Online,2026-04-20,94
PRO,Centro 3,Online,2026-04-20,88
HOT,Centro 4,In-person,2026-04-20,86
PYT,Centro 5,Online,2026-04-20,85
PYT,Centro 1,Hybrid,2026-04-20,85
SEG,Centro 5,In-person,2026-04-20,85
ING,Centro 3,Online,2026-04-20,83
SST,Centro 5,Hybrid,2026-04-20,83
TUR,Centro 5,Hybrid,2026-04-20,83
PRI,Centro 3,In-person,2026-04-20,80
TUR,Centro 5,In-person,2026-04-20,78
MNT,Centro 5,In-person,2026-04-20,72
SOC,Centro 2,In-person,2026-04-20,72
PBI,Centro 2,Online,2026-04-20,71
EXC,Centro 2,Online,2026-04-20,70
CYB,Centro 2,Hybrid,2026-04-20,67
CYB,Centro 4,Hybrid,2026-04-20,67
VND,Centro 2,Online,2026-04-20,67
VND,Centro 4,Online,2026-04-20,66
GES,Centro 1,In-person,2026-04-20,64
HOT,Centro 3,In-person,2026-04-20,60
GER,Centro 3,Hybrid,2026-04-20,59
GER,Centro 5,Hybrid,2026-04-20,59
PBI,Centro 5,Hybrid,2026-04-20,59
CYB,Centro 2,In-person,2026-04-20,57
LID,Centro 5,Hybrid,2026-04-20,57
TUR,Centro 1,In-person,2026-04-20,57
EXC,Centro 5,Hybrid,2026-04-20,53
LOG,Centro 5,In-person,2026-04-20,53
SEG,Centro 5,Hybrid,2026-04-20,52
PYT,Centro 5,Hybrid,2026-04-20,51
GER,Centro 3,In-person,2026-04-20,50
LID,Centro 3,Online,2026-04-20,49
FOR,Centro 3,In-person,2026-04-20,48
SEG,Centro 2,In-person,2026-04-20,47
LID,Centro 4,Hybrid,2026-04-20,46
GER,Centro 4,In-person,2026-04-20,45
SCI,Centro 3,In-person,2026-04-20,45
EXC,Centro 2,In-person,2026-04-20,44
TUR,Centro 4,In-person,2026-04-20,44
PBI,Centro 4,Online,2026-04-20,43
PBI,Centro 4,In-person,2026-04-20,43
TUR,Centro 2,Hybrid,2026-04-20,43
SST,Centro 1,In-person,2026-04-20,40
CYB,Centro 2,Online,2026-04-20,38
EMP,Centro 5,In-person,2026-04-20,38
HCP,Centro 3,Hybrid,2026-04-20,38
PYT,Centro 3,In-person,2026-04-20,38
SST,Centro 3,Hybrid,2026-04-20,37
PRO,Centro 2,In-person,2026-04-20,36
SOC,Centro 1,In-person,2026-04-20,36
EXC,Centro 4,Online,2026-04-20,35
PRO,Centro 3,Hybrid,2026-04-20,35
CYB,Centro 1,Online,2026-04-20,34
PRI,Centro 1,In-person,2026-04-20,34
SCI,Centro 2,In-person,2026-04-20,34
HOT,Centro 2,In-person,2026-04-20,33
SOC,Centro 3,In-person,2026-04-20,33
INF,Centro 2,In-person,2026-04-20,32
PBI,Centro 2,Hybrid,2026-04-20,31
SST,Centro 3,Online,2026-04-20,31
EMP,Centro 4,In-person,2026-04-20,30
GES,Centro 4,Hybrid,2026-04-20,30
INF,Centro 5,Hybrid,2026-04-20,30
EXC,Centro 4,In-person,2026-04-20,29
GER,Centro 1,In-person,2026-04-20,29
HOT,Centro 5,Hybrid,2026-04-20,28
LOG,Centro 3,In-person,2026-04-20,28
CYB,Centro 1,In-person,2026-04-20,27
SST,Centro 1,Hybrid,2026-04-20,27
GES,Centro 3,In-person,2026-04-20,26
INF,Centro 4,In-person,2026-04-20,26
SEG,Centro 4,In-person,2026-04-20,26
VND,Centro 5,Online,2026-04-20,26
INF,Centro 1,In-person,2026-04-20,25
MNT,Centro 2,In-person,2026-04-20,24
SCI,Centro 5,Hybrid,2026-04-20,24
HCP,Centro 2,In-person,2026-04-20,23
PRI,Centro 5,Hybrid,2026-04-20,23
SST,Centro 2,In-person,2026-04-20,23
EXC,Centro 1,Online,2026-04-20,22
LOG,Centro 2,In-person,2026-04-20,21
PRO,Centro 2,Online,2026-04-20,21
INF,Centro 5,In-person,2026-04-20,20
SEG,Centro 3,Online,2026-04-20,19
SEG,Centro 5,Online,2026-04-20,19
EXC,Centro 1,In-person,2026-04-20,18
EXC,Centro 3,In-person,2026-04-20,18
LOG,Centro 4,In-person,2026-04-20,18
HAC,Centro 3,Hybrid,2026-04-20,17
LID,Centro 3,Hybrid,2026-04-20,17
HCP,Centro 3,In-person,2026-04-20,16
LID,Centro 1,Online,2026-04-20,16
FOR,Centro 3,Hybrid,2026-04-20,15
MNT,Centro 3,In-person,2026-04-20,15
PRI,Centro 3,Hybrid,2026-04-20,15
FOR,Centro 5,Hybrid,2026-04-20,14
HOT,Centro 3,Hybrid,2026-04-20,13
SST,Centro 2,Online,2026-04-20,13
SST,Centro 5,Online,2026-04-20,13
CYB,Centro 3,In-person,2026-04-20,12
CYB,Centro 4,In-person,2026-04-20,12
GES,Centro 5,In-person,2026-04-20,12
SST,Centro 4,In-person,2026-04-20,12
CYB,Centro 5,In-person,2026-04-20,11
ING,Centro 1,Hybrid,2026-04-20,11
LOG,Centro 5,Hybrid,2026-04-20,11
PYT,Centro 2,Hybrid,2026-04-20,11
SCI,Centro 3,Hybrid,2026-04-20,11
HCP,Centro 1,In-person,2026-04-20,10
PBI,Centro 3,In-person,2026-04-20,10
PYT,Centro 2,In-person,2026-04-20,10
SST,Centro 5,In-person,2026-04-20,10
EMP,Centro 3,In-person,2026-04-20,9
GER,Centro 4,Hybrid,2026-04-20,9
GER,Centro 2,In-person,2026-04-20,9
SCI,Centro 1,Hybrid,2026-04-20,9
GES,Centro 5,Online,2026-04-20,8
HAC,Centro 2,In-person,2026-04-20,8
HOT,Centro 2,Hybrid,2026-04-20,8
ING,Centro 3,Hybrid,2026-04-20,8
PBI,Centro 5,In-person,2026-04-20,8
PRI,Centro 2,In-person,2026-04-20,8
PRO,Centro 4,Online,2026-04-20,8
SOC,Centro 5,In-person,2026-04-20,8
EXC,Centro 4,Hybrid,2026-04-20,7
HAC,Centro 3,In-person,2026-04-20,7
ING,Centro 1,Online,2026-04-20,7
ING,Centro 5,Online,2026-04-20,7
TUR,Centro 4,Hybrid,2026-04-20,7
HAC,Centro 4,In-person,2026-04-20,6
HCP,Centro 2,Hybrid,2026-04-20,6
PBI,Centro 1,Online,2026-04-20,6
GES,Centro 3,Online,2026-04-20,5
GES,Centro 2,In-person,2026-04-20,5
PRO,Centro 3,In-person,2026-04-20,5
PRO,Centro 5,In-person,2026-04-20,5
HAC,Centro 1,In-person,2026-04-20,4
HCP,Centro 4,In-person,2026-04-20,4
LID,Centro 3,In-person,2026-04-20,4
LOG,Centro 1,In-person,2026-04-20,4
PBI,Centro 3,Online,2026-04-20,4
PBI,Centro 4,Hybrid,2026-04-20,4
SEG,Centro 2,Hybrid,2026-04-20,4
SEG,Centro 4,Hybrid,2026-04-20,4
FOR,Centro 4,Hybrid,2026-04-20,3
GER,Centro 1,Hybrid,2026-04-20,3
INF,Centro 3,In-person,2026-04-20,3
SST,Centro 1,Online,2026-04-20,3
LID,Centro 1,Hybrid,2026-04-20,2
LOG,Centro 5,In-person,2026-04-27,165
CYB,Centro 4,Online,2026-04-27,152
TUR,Centro 2,In-person,2026-04-27,134
CYB,Centro 3,Hybrid,2026-04-27,123
CYB,Centro 4,Hybrid,2026-04-27,111
GER,Centro 3,In-person,2026-04-27,106
HAC,Centro 5,Hybrid,2026-04-27,105
MNT,Centro 3,In-person,2026-04-27,103
HAC,Centro 1,In-person,2026-04-27,100
GER,Centro 4,Hybrid,2026-04-27,97
PBI,Centro 3,Online,2026-04-27,90
EMP,Centro 5,In-person,2026-04-27,89
FOR,Centro 5,In-person,2026-04-27,89
PBI,Centro 5,Hybrid,2026-04-27,89
GES,Centro 1,Online,2026-04-27,84
SEG,Centro 5,In-person,2026-04-27,84
PRO,Centro 3,In-person,2026-04-27,83
EXC,Centro 1,Hybrid,2026-04-27,82
LID,Centro 3,Online,2026-04-27,81
VND,Centro 4,Online,2026-04-27,80
ING,Centro 5,Online,2026-04-27,78
GES,Centro 3,Online,2026-04-27,75
CYB,Centro 4,In-person,2026-04-27,70
ING,Centro 2,Hybrid,2026-04-27,69
EXC,Centro 2,Hybrid,2026-04-27,67
SST,Centro 3,Online,2026-04-27,67
LOG,Centro 1,Hybrid,2026-04-27,66
PBI,Centro 2,Online,2026-04-27,65
TUR,Centro 5,In-person,2026-04-27,64
ING,Centro 4,Hybrid,2026-04-27,63
VND,Centro 2,Online,2026-04-27,63
FOR,Centro 5,Online,2026-04-27,61
SST,Centro 2,Online,2026-04-27,61
CYB,Centro 5,In-person,2026-04-27,60
LID,Centro 1,Hybrid,2026-04-27,60
SCI,Centro 1,Hybrid,2026-04-27,60
SCI,Centro 2,In-person,2026-04-27,60
HOT,Centro 1,Hybrid,2026-04-27,58
PRO,Centro 4,In-person,2026-04-27,56
EXC,Centro 3,Online,2026-04-27,54
PRO,Centro 2,Hybrid,2026-04-27,54
INF,Centro 3,Hybrid,2026-04-27,51
PRO,Centro 1,Online,2026-04-27,51
SST,Centro 5,In-person,2026-04-27,51
ING,Centro 2,Online,2026-04-27,48
PRI,Centro 3,In-person,2026-04-27,48
VND,Centro 1,In-person,2026-04-27,48
EXC,Centro 5,Online,2026-04-27,45
INF,Centro 4,Hybrid,2026-04-27,44
LOG,Centro 2,In-person,2026-04-27,44
HCP,Centro 3,In-person,2026-04-27,42
MNT,Centro 4,In-person,2026-04-27,42
PYT,Centro 2,Hybrid,2026-04-27,42
EXC,Centro 4,Online,2026-04-27,41
LID,Centro 3,Hybrid,2026-04-27,40
PRI,Centro 3,Hybrid,2026-04-27,40
SEG,Centro 4,In-person,2026-04-27,40
HCP,Centro 1,In-person,2026-04-27,39
SEG,Centro 5,Online,2026-04-27,38
SST,Centro 2,In-person,2026-04-27,37
GES,Centro 2,Hybrid,2026-04-27,36
GES,Centro 5,Hybrid,2026-04-27,36
GES,Centro 4,In-person,2026-04-27,36
PYT,Centro 3,Hybrid,2026-04-27,34
GES,Centro 4,Online,2026-04-27,33
PBI,Centro 4,Online,2026-04-27,32
VND,Centro 3,Online,2026-04-27,32
HCP,Centro 4,In-person,2026-04-27,31
LID,Centro 5,In-person,2026-04-27,31
GES,Centro 1,Hybrid,2026-04-27,29
MNT,Centro 1,In-person,2026-04-27,29
PRI,Centro 1,In-person,2026-04-27,29
PRO,Centro 5,Online,2026-04-27,29
PYT,Centro 2,In-person,2026-04-27,29
EXC,Centro 3,Hybrid,2026-04-27,28
TUR,Centro 3,In-person,2026-04-27,28
EMP,Centro 4,In-person,2026-04-27,27
LOG,Centro 5,Hybrid,2026-04-27,26
SCI,Centro 4,Hybrid,2026-04-27,26
VND,Centro 3,Hybrid,2026-04-27,26
GES,Centro 5,Online,2026-04-27,24
GES,Centro 3,In-person,2026-04-27,23
HCP,Centro 2,In-person,2026-04-27,23
PBI,Centro 2,In-person,2026-04-27,23
PYT,Centro 1,In-person,2026-04-27,23
EMP,Centro 1,In-person,2026-04-27,22
INF,Centro 1,In-person,2026-04-27,22
INF,Centro 3,In-person,2026-04-27,22
SEG,Centro 3,In-person,2026-04-27,22
LOG,Centro 3,Hybrid,2026-04-27,21
CYB,Centro 2,Hybrid,2026-04-27,20
CYB,Centro 3,In-person,2026-04-27,20
INF,Centro 2,In-person,2026-04-27,20
PYT,Centro 5,Online,2026-04-27,20
LID,Centro 4,Online,2026-04-27,19
CYB,Centro 1,Hybrid,2026-04-27,18
HOT,Centro 2,In-person,2026-04-27,18
GER,Centro 1,In-person,2026-04-27,17
HOT,Centro 1,In-person,2026-04-27,17
CYB,Centro 1,Online,2026-04-27,16
HAC,Centro 3,In-person,2026-04-27,16
PBI,Centro 1,Online,2026-04-27,16
SST,Centro 4,Hybrid,2026-04-27,16
EMP,Centro 2,In-person,2026-04-27,15
FOR,Centro 3,In-person,2026-04-27,15
SEG,Centro 4,Hybrid,2026-04-27,15
CYB,Centro 2,Online,2026-04-27,14
PYT,Centro 5,Hybrid,2026-04-27,14
FOR,Centro 1,In-person,2026-04-27,13
HOT,Centro 3,Hybrid,2026-04-27,13
HOT,Centro 5,Hybrid,2026-04-27,13
PBI,Centro 3,Hybrid,2026-04-27,13
PBI,Centro 4,Hybrid,2026-04-27,13
PRO,Centro 5,In-person,2026-04-27,13
SOC,Centro 3,In-person,2026-04-27,13
SST,Centro 5,Hybrid,2026-04-27,13
INF,Centro 5,In-person,2026-04-27,12
PBI,Centro 2,Hybrid,2026-04-27,12
SCI,Centro 1,In-person,2026-04-27,12
LID,Centro 3,In-person,2026-04-27,11
PBI,Centro 5,Online,2026-04-27,11
PYT,Centro 2,Online,2026-04-27,11
PYT,Centro 4,Online,2026-04-27,11
SOC,Centro 5,In-person,2026-04-27,11
SST,Centro 4,In-person,2026-04-27,11
GER,Centro 2,In-person,2026-04-27,10
ING,Centro 3,In-person,2026-04-27,10
LID,Centro 5,Online,2026-04-27,10
PBI,Centro 5,In-person,2026-04-27,10
PRO,Centro 2,Online,2026-04-27,10
FOR,Centro 4,Online,2026-04-27,9
HCP,Centro 4,Hybrid,2026-04-27,9
CYB,Centro 2,In-person,2026-04-27,8
ING,Centro 5,Hybrid,2026-04-27,8
EXC,Centro 2,In-person,2026-04-27,7
MNT,Centro 2,In-person,2026-04-27,7
PRI,Centro 1,Hybrid,2026-04-27,7
SEG,Centro 1,Hybrid,2026-04-27,7
GER,Centro 5,Hybrid,2026-04-27,6
HAC,Centro 2,Hybrid,2026-04-27,6
SCI,Centro 2,Hybrid,2026-04-27,6
VND,Centro 4,In-person,2026-04-27,6
GES,Centro 5,In-person,2026-04-27,5
MNT,Centro 5,In-person,2026-04-27,5
PYT,Centro 4,Hybrid,2026-04-27,5
VND,Centro 5,Hybrid,2026-04-27,5
EXC,Centro 2,Online,2026-04-27,4
GER,Centro 4,In-person,2026-04-27,4
GES,Centro 1,In-person,2026-04-27,4
GES,Centro 2,In-person,2026-04-27,4
HAC,Centro 5,In-person,2026-04-27,4
HCP,Centro 2,Hybrid,2026-04-27,4
PRI,Centro 2,In-person,2026-04-27,4
PRO,Centro 3,Hybrid,2026-04-27,4
SCI,Centro 5,Hybrid,2026-04-27,4
SEG,Centro 2,In-person,2026-04-27,4
EXC,Centro 1,Online,2026-04-27,3
HCP,Centro 3,Hybrid,2026-04-27,3
HCP,Centro 5,In-person,2026-04-27,3
INF,Centro 5,Hybrid,2026-04-27,3
LID,Centro 4,Hybrid,2026-04-27,3
LOG,Centro 1,In-person,2026-04-27,3
SEG,Centro 1,In-person,2026-04-27,3
TUR,Centro 4,In-person,2026-04-27,3
PYT,Centro 2,Hybrid,2026-05-04,191
SCI,Centro 1,Hybrid,2026-05-04,142
HOT,Centro 5,Hybrid,2026-05-04,130
EXC,Centro 4,Online,2026-05-04,126
PBI,Centro 2,Hybrid,2026-05-04,113
GES,Centro 1,In-person,2026-05-04,112
CYB,Centro 4,Online,2026-05-04,98
PBI,Centro 3,Online,2026-05-04,93
LID,Centro 3,Hybrid,2026-05-04,89
CYB,Centro 3,Online,2026-05-04,84
PBI,Centro 4,Hybrid,2026-05-04,81
INF,Centro 1,In-person,2026-05-04,77
ING,Centro 1,Online,2026-05-04,73
SST,Centro 3,Online,2026-05-04,73
ING,Centro 2,Online,2026-05-04,71
PRI,Centro 3,In-person,2026-05-04,70
EXC,Centro 1,Online,2026-05-04,69
PBI,Centro 5,Hybrid,2026-05-04,69
PYT,Centro 4,Online,2026-05-04,69
CYB,Centro 2,Online,2026-05-04,66
SST,Centro 5,Hybrid,2026-05-04,65
SST,Centro 4,In-person,2026-05-04,65
PRO,Centro 4,Hybrid,2026-05-04,62
FOR,Centro 2,Hybrid,2026-05-04,61
PBI,Centro 2,Online,2026-05-04,61
CYB,Centro 4,In-person,2026-05-04,60
GER,Centro 2,In-person,2026-05-04,60
SEG,Centro 4,In-person,2026-05-04,59
TUR,Centro 2,Hybrid,2026-05-04,58
SOC,Centro 1,Hybrid,2026-05-04,57
LOG,Centro 5,Hybrid,2026-05-04,55
HAC,Centro 5,In-person,2026-05-04,53
PRI,Centro 1,In-person,2026-05-04,52
SEG,Centro 2,In-person,2026-05-04,50
VND,Centro 1,In-person,2026-05-04,50
HAC,Centro 5,Hybrid,2026-05-04,48
HOT,Centro 4,Hybrid,2026-05-04,48
PYT,Centro 1,Online,2026-05-04,48
INF,Centro 3,Hybrid,2026-05-04,47
MNT,Centro 5,In-person,2026-05-04,45
SCI,Centro 3,Hybrid,2026-05-04,44
HCP,Centro 3,In-person,2026-05-04,42
LOG,Centro 1,In-person,2026-05-04,42
LOG,Centro 2,In-person,2026-05-04,42
MNT,Centro 3,In-person,2026-05-04,41
HOT,Centro 1,Hybrid,2026-05-04,40
SCI,Centro 1,In-person,2026-05-04,40
VND,Centro 2,In-person,2026-05-04,40
GES,Centro 2,In-person,2026-05-04,38
VND,Centro 4,In-person,2026-05-04,38
GER,Centro 5,Hybrid,2026-05-04,36
PBI,Centro 1,Online,2026-05-04,36
PRO,Centro 2,Hybrid,2026-05-04,36
PRI,Centro 1,Hybrid,2026-05-04,35
GES,Centro 5,Hybrid,2026-05-04,34
HCP,Centro 2,In-person,2026-05-04,34
PYT,Centro 1,In-person,2026-05-04,34
SCI,Centro 3,In-person,2026-05-04,34
GES,Centro 4,Online,2026-05-04,33
HAC,Centro 3,In-person,2026-05-04,33
EMP,Centro 5,In-person,2026-05-04,32
GER,Centro 3,In-person,2026-05-04,32
PBI,Centro 2,In-person,2026-05-04,32
CYB,Centro 1,In-person,2026-05-04,31
PBI,Centro 1,In-person,2026-05-04,31
FOR,Centro 4,In-person,2026-05-04,30
GES,Centro 1,Hybrid,2026-05-04,29
LID,Centro 1,Online,2026-05-04,29
TUR,Centro 5,In-person,2026-05-04,29
VND,Centro 2,Hybrid,2026-05-04,27
HAC,Centro 1,In-person,2026-05-04,26
MNT,Centro 1,In-person,2026-05-04,26
TUR,Centro 2,In-person,2026-05-04,26
HOT,Centro 5,In-person,2026-05-04,25
MNT,Centro 4,In-person,2026-05-04,25
TUR,Centro 4,Hybrid,2026-05-04,25
EXC,Centro 1,Hybrid,2026-05-04,24
GER,Centro 4,In-person,2026-05-04,24
LOG,Centro 3,In-person,2026-05-04,24
PYT,Centro 2,Online,2026-05-04,24
HOT,Centro 3,In-person,2026-05-04,23
ING,Centro 3,In-person,2026-05-04,23
PBI,Centro 4,In-person,2026-05-04,23
FOR,Centro 5,Hybrid,2026-05-04,22
GES,Centro 2,Online,2026-05-04,22
EXC,Centro 3,In-person,2026-05-04,21
LOG,Centro 5,In-person,2026-05-04,21
ING,Centro 5,Online,2026-05-04,20
FOR,Centro 3,Hybrid,2026-05-04,19
EXC,Centro 2,In-person,2026-05-04,18
SST,Centro 4,Hybrid,2026-05-04,18
HAC,Centro 2,In-person,2026-05-04,17
LID,Centro 2,Online,2026-05-04,17
VND,Centro 3,Online,2026-05-04,17
ING,Centro 2,Hybrid,2026-05-04,16
TUR,Centro 3,In-person,2026-05-04,16
CYB,Centro 2,In-person,2026-05-04,15
EMP,Centro 4,In-person,2026-05-04,15
EXC,Centro 2,Hybrid,2026-05-04,15
INF,Centro 3,In-person,2026-05-04,15
PRO,Centro 1,Online,2026-05-04,15
SOC,Centro 2,Hybrid,2026-05-04,15
SST,Centro 2,In-person,2026-05-04,15
TUR,Centro 1,In-person,2026-05-04,15
ING,Centro 1,Hybrid,2026-05-04,14
SST,Centro 5,In-person,2026-05-04,14
PBI,Centro 4,Online,2026-05-04,13
SST,Centro 3,Hybrid,2026-05-04,13
FOR,Centro 3,In-person,2026-05-04,11
LOG,Centro 1,Hybrid,2026-05-04,11
PYT,Centro 2,In-person,2026-05-04,10
GER,Centro 4,Hybrid,2026-05-04,9
PBI,Centro 1,Hybrid,2026-05-04,9
PRI,Centro 3,Hybrid,2026-05-04,9
EXC,Centro 4,Hybrid,2026-05-04,8
GES,Centro 3,In-person,2026-05-04,8
LID,Centro 3,In-person,2026-05-04,8
LID,Centro 5,In-person,2026-05-04,8
LOG,Centro 3,Hybrid,2026-05-04,8
PRO,Centro 3,In-person,2026-05-04,8
GER,Centro 3,Hybrid,2026-05-04,7
HOT,Centro 3,Hybrid,2026-05-04,7
INF,Centro 2,In-person,2026-05-04,7
ING,Centro 4,Hybrid,2026-05-04,7
LID,Centro 5,Hybrid,2026-05-04,7
PRO,Centro 2,In-person,2026-05-04,7
SEG,Centro 3,In-person,2026-05-04,7
VND,Centro 5,Hybrid,2026-05-04,7
EXC,Centro 3,Hybrid,2026-05-04,6
HCP,Centro 3,Hybrid,2026-05-04,6
HCP,Centro 4,Hybrid,2026-05-04,6
HCP,Centro 1,In-person,2026-05-04,6
HCP,Centro 4,In-person,2026-05-04,6
INF,Centro 5,In-person,2026-05-04,6
SEG,Centro 5,In-person,2026-05-04,6
CYB,Centro 1,Online,2026-05-04,5
FOR,Centro 3,Online,2026-05-04,5
CYB,Centro 2,Hybrid,2026-05-04,4
CYB,Centro 3,Hybrid,2026-05-04,4
GER,Centro 5,In-person,2026-05-04,4
GES,Centro 1,Online,2026-05-04,4
LID,Centro 1,Hybrid,2026-05-04,4
PRI,Centro 5,In-person,2026-05-04,4
PRO,Centro 2,Online,2026-05-04,4
PRO,Centro 3,Online,2026-05-04,4
PRO,Centro 5,In-person,2026-05-04,4
PYT,Centro 5,Hybrid,2026-05-04,4
PYT,Centro 3,In-person,2026-05-04,4
EMP,Centro 1,In-person,2026-05-04,3
EXC,Centro 2,Online,2026-05-04,3
HOT,Centro 2,In-person,2026-05-04,3
INF,Centro 5,Hybrid,2026-05-04,3
CYB,Centro 1,Online,2026-05-11,107
LID,Centro 2,Online,2026-05-11,102
VND,Centro 4,Online,2026-05-11,102
PRO,Centro 3,Online,2026-05-11,101
PRI,Centro 3,In-person,2026-05-11,99
MNT,Centro 2,In-person,2026-05-11,95
LOG,Centro 5,Hybrid,2026-05-11,93
CYB,Centro 4,Online,2026-05-11,88
FOR,Centro 3,Online,2026-05-11,85
EMP,Centro 1,In-person,2026-05-11,81
PBI,Centro 1,Hybrid,2026-05-11,80
PRO,Centro 2,In-person,2026-05-11,80
PRO,Centro 5,Online,2026-05-11,77
PBI,Centro 4,Hybrid,2026-05-11,75
GES,Centro 3,Online,2026-05-11,74
SST,Centro 5,Online,2026-05-11,74
PBI,Centro 3,Online,2026-05-11,72
FOR,Centro 2,Online,2026-05-11,71
LID,Centro 5,Online,2026-05-11,71
PYT,Centro 1,Hybrid,2026-05-11,68
VND,Centro 1,In-person,2026-05-11,68
CYB,Centro 4,Hybrid,2026-05-11,67
MNT,Centro 1,In-person,2026-05-11,66
PRI,Centro 2,In-person,2026-05-11,64
HAC,Centro 2,Hybrid,2026-05-11,63
CYB,Centro 3,Online,2026-05-11,61
CYB,Centro 4,In-person,2026-05-11,61
HAC,Centro 5,In-person,2026-05-11,61
PYT,Centro 5,Hybrid,2026-05-11,60
HOT,Centro 1,In-person,2026-05-11,59
SEG,Centro 3,In-person,2026-05-11,57
PRI,Centro 5,In-person,2026-05-11,56
PBI,Centro 2,Online,2026-05-11,53
HAC,Centro 3,In-person,2026-05-11,52
SEG,Centro 5,In-person,2026-05-11,52
SST,Centro 5,Hybrid,2026-05-11,52
CYB,Centro 2,In-person,2026-05-11,50
INF,Centro 5,Hybrid,2026-05-11,48
LID,Centro 5,Hybrid,2026-05-11,47
VND,Centro 5,Hybrid,2026-05-11,47
CYB,Centro 2,Online,2026-05-11,44
TUR,Centro 4,In-person,2026-05-11,43
VND,Centro 2,Hybrid,2026-05-11,41
FOR,Centro 4,Online,2026-05-11,39
HAC,Centro 3,Hybrid,2026-05-11,37
HAC,Centro 2,In-person,2026-05-11,36
HCP,Centro 1,Hybrid,2026-05-11,36
PBI,Centro 3,Hybrid,2026-05-11,35
SCI,Centro 5,Hybrid,2026-05-11,35
TUR,Centro 2,In-person,2026-05-11,33
EXC,Centro 4,Hybrid,2026-05-11,31
LOG,Centro 1,In-person,2026-05-11,31
EXC,Centro 2,Hybrid,2026-05-11,30
HOT,Centro 3,In-person,2026-05-11,30
SCI,Centro 3,In-person,2026-05-11,30
ING,Centro 2,Online,2026-05-11,29
PBI,Centro 2,Hybrid,2026-05-11,29
LID,Centro 2,In-person,2026-05-11,28
SST,Centro 4,Hybrid,2026-05-11,28
TUR,Centro 5,Hybrid,2026-05-11,28
GES,Centro 2,Online,2026-05-11,27
