course_id,local,modality,date,total_sales
VND,Centro 3,Online,2026-09-21,1
HOT,Centro 2,In-person,2026-09-28,63
PRO,Centro 2,Online,2026-09-28,61
EXC,Centro 3,Online,2026-09-28,40
MNT,Centro 1,In-person,2026-09-28,39
PYT,Centro 1,Hybrid,2026-09-28,38
PYT,Centro 4,Online,2026-09-28,37
SEG,Centro 3,Hybrid,2026-09-28,35
EMP,Centro 4,In-person,2026-09-28,34
GES,Centro 2,Online,2026-09-28,33
MNT,Centro 4,In-person,2026-09-28,33
PBI,Centro 5,Online,2026-09-28,31
PRI,Centro 2,In-person,2026-09-28,31
SOC,Centro 3,In-person,2026-09-28,31
GER,Centro 1,Hybrid,2026-09-28,30
HAC,Centro 4,In-person,2026-09-28,29
LID,Centro 2,Hybrid,2026-09-28,29
SEG,Centro 1,In-person,2026-09-28,29
SST,Centro 5,Online,2026-09-28,29
LID,Centro 5,Hybrid,2026-09-28,28
EXC,Centro 1,Hybrid,2026-09-28,27
SST,Centro 1,In-person,2026-09-28,27
TUR,Centro 2,Hybrid,2026-09-28,26
CYB,Centro 2,Hybrid,2026-09-28,25
PBI,Centro 4,Online,2026-09-28,25
PYT,Centro 5,Online,2026-09-28,25
SEG,Centro 1,Online,2026-09-28,25
SEG,Centro 2,Hybrid,2026-09-28,25
HCP,Centro 5,Hybrid,2026-09-28,24
INF,Centro 5,In-person,2026-09-28,24
CYB,Centro 3,Hybrid,2026-09-28,23
EXC,Centro 2,Online,2026-09-28,23
INF,Centro 2,Hybrid,2026-09-28,23
MNT,Centro 5,In-person,2026-09-28,23
PRI,Centro 4,In-person,2026-09-28,23
PRO,Centro 5,Hybrid,2026-09-28,23
PYT,Centro 1,Online,2026-09-28,23
TUR,Centro 2,In-person,2026-09-28,23
CYB,Centro 2,Online,2026-09-28,22
SOC,Centro 4,Hybrid,2026-09-28,22
EMP,Centro 1,In-person,2026-09-28,21
LOG,Centro 4,In-person,2026-09-28,21
PBI,Centro 1,Hybrid,2026-09-28,21
CYB,Centro 2,In-person,2026-09-28,20
GES,Centro 2,In-person,2026-09-28,20
HOT,Centro 3,In-person,2026-09-28,20
HOT,Centro 5,In-person,2026-09-28,20
ING,Centro 5,In-person,2026-09-28,20
PYT,Centro 3,Online,2026-09-28,20
ING,Centro 2,Hybrid,2026-09-28,19
LID,Centro 4,Hybrid,2026-09-28,19
PBI,Centro 5,In-person,2026-09-28,19
FOR,Centro 3,Hybrid,2026-09-28,18
PBI,Centro 4,Hybrid,2026-09-28,18
PRI,Centro 3,Hybrid,2026-09-28,18
PRO,Centro 1,In-person,2026-09-28,18
TUR,Centro 1,Hybrid,2026-09-28,18
CYB,Centro 1,Hybrid,2026-09-28,17
EXC,Centro 1,Online,2026-09-28,17
TUR,Centro 4,In-person,2026-09-28,17
VND,Centro 2,Hybrid,2026-09-28,17
FOR,Centro 1,Hybrid,2026-09-28,16
GER,Centro 5,Hybrid,2026-09-28,16
HAC,Centro 2,Hybrid,2026-09-28,16
SCI,Centro 1,In-person,2026-09-28,15
VND,Centro 2,Online,2026-09-28,15
CYB,Centro 4,Hybrid,2026-09-28,14
EXC,Centro 4,Hybrid,2026-09-28,14
GES,Centro 4,In-person,2026-09-28,14
LID,Centro 4,Online,2026-09-28,14
LOG,Centro 5,In-person,2026-09-28,14
PRO,Centro 2,Hybrid,2026-09-28,14
GER,Centro 2,In-person,2026-09-28,13
ING,Centro 2,Online,2026-09-28,13
LID,Centro 2,Online,2026-09-28,13
LID,Centro 3,Hybrid,2026-09-28,13
LOG,Centro 1,Hybrid,2026-09-28,13
EMP,Centro 2,In-person,2026-09-28,12
EMP,Centro 3,In-person,2026-09-28,12
HAC,Centro 5,Online,2026-09-28,12
SCI,Centro 5,In-person,2026-09-28,12
EXC,Centro 1,In-person,2026-09-28,11
GER,Centro 3,In-person,2026-09-28,11
GES,Centro 3,Online,2026-09-28,11
GES,Centro 3,Hybrid,2026-09-28,11
HAC,Centro 5,Hybrid,2026-09-28,11
LID,Centro 2,In-person,2026-09-28,11
LID,Centro 4,In-person,2026-09-28,11
SST,Centro 3,Hybrid,2026-09-28,11
HCP,Centro 2,Hybrid,2026-09-28,10
HCP,Centro 5,In-person,2026-09-28,10
LOG,Centro 3,Hybrid,2026-09-28,10
MNT,Centro 3,In-person,2026-09-28,10
PBI,Centro 2,Online,2026-09-28,10
PRO,Centro 3,In-person,2026-09-28,10
PYT,Centro 4,Hybrid,2026-09-28,10
SOC,Centro 2,Hybrid,2026-09-28,10
VND,Centro 5,In-person,2026-09-28,10
GER,Centro 1,In-person,2026-09-28,9
EXC,Centro 2,Hybrid,2026-09-28,8
HAC,Centro 1,Hybrid,2026-09-28,8
INF,Centro 4,In-person,2026-09-28,8
ING,Centro 5,Online,2026-09-28,8
LID,Centro 5,In-person,2026-09-28,8
PRI,Centro 3,In-person,2026-09-28,8
PYT,Centro 2,Hybrid,2026-09-28,8
SCI,Centro 2,In-person,2026-09-28,8
SEG,Centro 4,Hybrid,2026-09-28,8
GER,Centro 3,Hybrid,2026-09-28,7
GER,Centro 4,Hybrid,2026-09-28,7
LOG,Centro 2,In-person,2026-09-28,7
PBI,Centro 1,In-person,2026-09-28,7
PBI,Centro 3,In-person,2026-09-28,7
PRO,Centro 4,In-person,2026-09-28,7
SEG,Centro 1,Hybrid,2026-09-28,7
LID,Centro 1,Hybrid,2026-09-28,6
LID,Centro 1,In-person,2026-09-28,6
VND,Centro 4,Hybrid,2026-09-28,6
PYT,Centro 3,Hybrid,2026-09-28,5
SCI,Centro 4,Hybrid,2026-09-28,5
SEG,Centro 5,Hybrid,2026-09-28,5
SOC,Centro 4,In-person,2026-09-28,5
SST,Centro 4,In-person,2026-09-28,5
FOR,Centro 5,Online,2026-09-28,4
HAC,Centro 5,In-person,2026-09-28,4
LOG,Centro 1,In-person,2026-09-28,4
PBI,Centro 2,Hybrid,2026-09-28,4
PYT,Centro 2,In-person,2026-09-28,4
SEG,Centro 3,In-person,2026-09-28,4
SST,Centro 1,Hybrid,2026-09-28,4
TUR,Centro 3,In-person,2026-09-28,4
FOR,Centro 2,Hybrid,2026-09-28,3
GES,Centro 5,Hybrid,2026-09-28,3
HCP,Centro 3,In-person,2026-09-28,3
HOT,Centro 1,Hybrid,2026-09-28,3
ING,Centro 4,Online,2026-09-28,3
PRI,Centro 2,Hybrid,2026-09-28,3
PRO,Centro 4,Online,2026-09-28,3
SEG,Centro 2,In-person,2026-09-28,3
VND,Centro 1,In-person,2026-09-28,3
EMP,Centro 5,In-person,2026-09-28,2
EXC,Centro 5,Online,2026-09-28,2
HAC,Centro 2,In-person,2026-09-28,2
INF,Centro 3,In-person,2026-09-28,2
PBI,Centro 4,In-person,2026-09-28,2
SEG,Centro 5,In-person,2026-09-28,2
SST,Centro 2,Hybrid,2026-09-28,2
TUR,Centro 5,In-person,2026-09-28,2
CYB,Centro 3,Online,2026-09-28,1
CYB,Centro 3,In-person,2026-09-28,1
CYB,Centro 5,Hybrid,2026-09-28,1
GER,Centro 4,In-person,2026-09-28,1
GER,Centro 5,In-person,2026-09-28,1
GES,Centro 2,Hybrid,2026-09-28,1
ING,Centro 3,Online,2026-09-28,1
LID,Centro 1,Online,2026-09-28,1
LOG,Centro 3,In-person,2026-09-28,1
MNT,Centro 2,In-person,2026-09-28,1
SCI,Centro 2,Hybrid,2026-09-28,1
SEG,Centro 2,Online,2026-09-28,1
SST,Centro 5,Hybrid,2026-09-28,1
VND,Centro 3,Online,2026-09-28,1
VND,Centro 3,Hybrid,2026-09-28,1
VND,Centro 4,Online,2026-09-28,1
VND,Centro 2,Online,2026-10-05,63
CYB,Centro 5,Online,2026-10-05,54
CYB,Centro 2,Online,2026-10-05,51
TUR,Centro 5,Hybrid,2026-10-05,45
MNT,Centro 3,In-person,2026-10-05,43
FOR,Centro 2,Hybrid,2026-10-05,41
LID,Centro 5,In-person,2026-10-05,40
PYT,Centro 4,Online,2026-10-05,40
CYB,Centro 4,Hybrid,2026-10-05,37
EMP,Centro 3,In-person,2026-10-05,36
CYB,Centro 2,Hybrid,2026-10-05,34
FOR,Centro 1,Online,2026-10-05,34
MNT,Centro 2,In-person,2026-10-05,34
PYT,Centro 3,Online,2026-10-05,34
LID,Centro 3,Hybrid,2026-10-05,32
EMP,Centro 4,In-person,2026-10-05,31
EMP,Centro 5,In-person,2026-10-05,31
PBI,Centro 4,Online,2026-10-05,31
SST,Centro 1,Hybrid,2026-10-05,30
EXC,Centro 3,Online,2026-10-05,29
EXC,Centro 4,Online,2026-10-05,29
HAC,Centro 5,Online,2026-10-05,29
SST,Centro 3,Hybrid,2026-10-05,29
VND,Centro 5,Online,2026-10-05,29
MNT,Centro 4,In-person,2026-10-05,28
PBI,Centro 1,Online,2026-10-05,28
GES,Centro 5,Online,2026-10-05,26
SCI,Centro 3,In-person,2026-10-05,26
HCP,Centro 5,In-person,2026-10-05,25
HAC,Centro 2,In-person,2026-10-05,24
GES,Centro 2,Hybrid,2026-10-05,23
PYT,Centro 2,In-person,2026-10-05,23
GER,Centro 2,Hybrid,2026-10-05,22
LID,Centro 1,In-person,2026-10-05,22
EXC,Centro 1,Hybrid,2026-10-05,21
HCP,Centro 5,Hybrid,2026-10-05,21
CYB,Centro 4,In-person,2026-10-05,20
LID,Centro 1,Online,2026-10-05,20
PYT,Centro 5,Online,2026-10-05,19
SEG,Centro 1,In-person,2026-10-05,19
SEG,Centro 5,Hybrid,2026-10-05,19
GES,Centro 5,Hybrid,2026-10-05,18
HCP,Centro 3,In-person,2026-10-05,18
PRI,Centro 1,In-person,2026-10-05,18
LID,Centro 1,Hybrid,2026-10-05,17
PBI,Centro 4,Hybrid,2026-10-05,17
CYB,Centro 1,Online,2026-10-05,16
HOT,Centro 3,In-person,2026-10-05,16
SEG,Centro 1,Online,2026-10-05,16
SOC,Centro 2,In-person,2026-10-05,16
CYB,Centro 4,Online,2026-10-05,15
EXC,Centro 4,Hybrid,2026-10-05,15
GER,Centro 4,In-person,2026-10-05,15
PRO,Centro 1,Online,2026-10-05,15
FOR,Centro 5,Online,2026-10-05,14
FOR,Centro 5,Hybrid,2026-10-05,14
GER,Centro 4,Hybrid,2026-10-05,14
INF,Centro 4,In-person,2026-10-05,14
LID,Centro 2,Online,2026-10-05,14
LID,Centro 4,Online,2026-10-05,14
PYT,Centro 1,Online,2026-10-05,14
TUR,Centro 3,Hybrid,2026-10-05,14
GER,Centro 1,Hybrid,2026-10-05,13
GER,Centro 1,In-person,2026-10-05,13
GER,Centro 2,In-person,2026-10-05,13
INF,Centro 3,In-person,2026-10-05,13
INF,Centro 5,Hybrid,2026-10-05,13
LID,Centro 4,Hybrid,2026-10-05,13
PYT,Centro 4,Hybrid,2026-10-05,13
SEG,Centro 4,Hybrid,2026-10-05,13
SST,Centro 1,In-person,2026-10-05,13
GES,Centro 3,Hybrid,2026-10-05,12
HAC,Centro 4,In-person,2026-10-05,12
PYT,Centro 3,Hybrid,2026-10-05,12
SCI,Centro 1,Hybrid,2026-10-05,12
SCI,Centro 4,In-person,2026-10-05,12
SEG,Centro 1,Hybrid,2026-10-05,12
SEG,Centro 5,In-person,2026-10-05,12
VND,Centro 4,In-person,2026-10-05,12
SST,Centro 4,In-person,2026-10-05,11
TUR,Centro 5,In-person,2026-10-05,11
VND,Centro 4,Hybrid,2026-10-05,11
INF,Centro 5,In-person,2026-10-05,10
LID,Centro 4,In-person,2026-10-05,10
EMP,Centro 2,In-person,2026-10-05,9
GER,Centro 5,In-person,2026-10-05,9
SCI,Centro 2,Hybrid,2026-10-05,9
GER,Centro 3,In-person,2026-10-05,8
HOT,Centro 5,In-person,2026-10-05,8
LOG,Centro 4,Hybrid,2026-10-05,8
PBI,Centro 5,In-person,2026-10-05,8
PRI,Centro 1,Hybrid,2026-10-05,8
PRO,Centro 3,Hybrid,2026-10-05,8
SST,Centro 5,In-person,2026-10-05,8
ING,Centro 1,In-person,2026-10-05,7
MNT,Centro 5,In-person,2026-10-05,7
CYB,Centro 3,In-person,2026-10-05,6
GES,Centro 1,Hybrid,2026-10-05,6
LOG,Centro 2,In-person,2026-10-05,6
PRO,Centro 4,In-person,2026-10-05,6
SST,Centro 3,In-person,2026-10-05,6
CYB,Centro 3,Hybrid,2026-10-05,5
EXC,Centro 3,Hybrid,2026-10-05,5
GES,Centro 2,In-person,2026-10-05,5
PRI,Centro 3,In-person,2026-10-05,5
SOC,Centro 3,In-person,2026-10-05,5
EMP,Centro 1,In-person,2026-10-05,4
ING,Centro 2,In-person,2026-10-05,4
LOG,Centro 1,Hybrid,2026-10-05,4
MNT,Centro 1,In-person,2026-10-05,4
TUR,Centro 1,Hybrid,2026-10-05,4
EXC,Centro 1,Online,2026-10-05,3
HCP,Centro 1,Hybrid,2026-10-05,3
HCP,Centro 1,In-person,2026-10-05,3
ING,Centro 2,Hybrid,2026-10-05,3
LOG,Centro 1,In-person,2026-10-05,3
PRI,Centro 5,In-person,2026-10-05,3
VND,Centro 5,Hybrid,2026-10-05,3
GER,Centro 5,Hybrid,2026-10-05,2
HAC,Centro 2,Hybrid,2026-10-05,2
LID,Centro 3,In-person,2026-10-05,2
PBI,Centro 1,Hybrid,2026-10-05,2
PYT,Centro 2,Hybrid,2026-10-05,2
SCI,Centro 4,Hybrid,2026-10-05,2
SEG,Centro 2,Online,2026-10-05,2
SEG,Centro 2,In-person,2026-10-05,2
SOC,Centro 4,Hybrid,2026-10-05,2
SST,Centro 5,Online,2026-10-05,2
TUR,Centro 2,Hybrid,2026-10-05,2
TUR,Centro 2,In-person,2026-10-05,2
TUR,Centro 3,In-person,2026-10-05,2
VND,Centro 2,Hybrid,2026-10-05,2
CYB,Centro 1,Hybrid,2026-10-05,1
CYB,Centro 2,In-person,2026-10-05,1
CYB,Centro 3,Online,2026-10-05,1
FOR,Centro 4,Hybrid,2026-10-05,1
HOT,Centro 2,In-person,2026-10-05,1
INF,Centro 3,Hybrid,2026-10-05,1
LOG,Centro 3,In-person,2026-10-05,1
PRI,Centro 3,Hybrid,2026-10-05,1
PRO,Centro 3,In-person,2026-10-05,1
PRO,Centro 4,Online,2026-10-05,1
PRO,Centro 5,Online,2026-10-05,1
PYT,Centro 1,Hybrid,2026-10-05,1
SCI,Centro 1,In-person,2026-10-05,1
SEG,Centro 3,In-person,2026-10-05,1
SOC,Centro 3,Hybrid,2026-10-05,1
SST,Centro 2,Online,2026-10-05,1
SST,Centro 2,Hybrid,2026-10-05,1
TUR,Centro 4,Hybrid,2026-10-05,1
VND,Centro 3,Hybrid,2026-10-05,1
CYB,Centro 4,Online,2026-10-12,55
SST,Centro 1,In-person,2026-10-12,55
VND,Centro 2,Online,2026-10-12,53
GER,Centro 3,In-person,2026-10-12,47
ING,Centro 3,Online,2026-10-12,38
LOG,Centro 1,Hybrid,2026-10-12,36
FOR,Centro 3,Hybrid,2026-10-12,34
PBI,Centro 4,Hybrid,2026-10-12,34
SEG,Centro 1,Hybrid,2026-10-12,31
SST,Centro 5,In-person,2026-10-12,31
VND,Centro 3,Online,2026-10-12,31
GER,Centro 5,In-person,2026-10-12,29
HCP,Centro 5,In-person,2026-10-12,29
PBI,Centro 1,In-person,2026-10-12,28
GER,Centro 3,Hybrid,2026-10-12,27
HOT,Centro 3,In-person,2026-10-12,27
LOG,Centro 2,In-person,2026-10-12,27
PBI,Centro 5,Hybrid,2026-10-12,27
SCI,Centro 3,In-person,2026-10-12,27
PBI,Centro 4,In-person,2026-10-12,26
PRI,Centro 5,In-person,2026-10-12,26
SEG,Centro 5,Hybrid,2026-10-12,26
CYB,Centro 4,Hybrid,2026-10-12,25
EMP,Centro 4,In-person,2026-10-12,25
LOG,Centro 5,Hybrid,2026-10-12,25
PBI,Centro 1,Online,2026-10-12,25
PBI,Centro 1,Hybrid,2026-10-12,25
INF,Centro 4,In-person,2026-10-12,24
HAC,Centro 3,Hybrid,2026-10-12,23
EXC,Centro 2,In-person,2026-10-12,22
HAC,Centro 5,Hybrid,2026-10-12,22
PRI,Centro 1,In-person,2026-10-12,22
PRI,Centro 3,Hybrid,2026-10-12,22
PRO,Centro 2,Hybrid,2026-10-12,22
VND,Centro 2,Hybrid,2026-10-12,21
VND,Centro 3,Hybrid,2026-10-12,21
EMP,Centro 3,In-person,2026-10-12,20
SEG,Centro 2,Hybrid,2026-10-12,20
TUR,Centro 1,In-person,2026-10-12,20
CYB,Centro 3,In-person,2026-10-12,19
LOG,Centro 5,In-person,2026-10-12,19
SEG,Centro 2,In-person,2026-10-12,19
FOR,Centro 2,Hybrid,2026-10-12,18
GES,Centro 2,Online,2026-10-12,18
SEG,Centro 4,Online,2026-10-12,18
GES,Centro 1,Hybrid,2026-10-12,17
HAC,Centro 5,Online,2026-10-12,17
LOG,Centro 4,In-person,2026-10-12,17
EXC,Centro 2,Hybrid,2026-10-12,16
GER,Centro 2,In-person,2026-10-12,16
INF,Centro 3,Hybrid,2026-10-12,16
SCI,Centro 1,In-person,2026-10-12,16
FOR,Centro 2,In-person,2026-10-12,15
FOR,Centro 4,Hybrid,2026-10-12,14
PRI,Centro 3,In-person,2026-10-12,14
PRO,Centro 1,Online,2026-10-12,14
VND,Centro 1,In-person,2026-10-12,14
VND,Centro 5,Online,2026-10-12,14
LOG,Centro 4,Hybrid,2026-10-12,13
PBI,Centro 2,In-person,2026-10-12,13
PRO,Centro 5,Hybrid,2026-10-12,13
CYB,Centro 1,Hybrid,2026-10-12,12
PBI,Centro 4,Online,2026-10-12,12
PYT,Centro 2,Hybrid,2026-10-12,12
SCI,Centro 1,Hybrid,2026-10-12,12
CYB,Centro 2,Online,2026-10-12,11
GES,Centro 2,Hybrid,2026-10-12,11
GER,Centro 4,In-person,2026-10-12,10
HCP,Centro 4,In-person,2026-10-12,10
LID,Centro 5,Hybrid,2026-10-12,10
MNT,Centro 2,In-person,2026-10-12,10
PYT,Centro 3,Hybrid,2026-10-12,10
SST,Centro 2,Hybrid,2026-10-12,10
SST,Centro 3,Hybrid,2026-10-12,10
VND,Centro 4,In-person,2026-10-12,10
CYB,Centro 1,Online,2026-10-12,9
EXC,Centro 1,Hybrid,2026-10-12,9
GES,Centro 4,Hybrid,2026-10-12,9
ING,Centro 1,In-person,2026-10-12,9
PRO,Centro 3,Hybrid,2026-10-12,9
PYT,Centro 5,Hybrid,2026-10-12,9
SST,Centro 4,In-person,2026-10-12,9
CYB,Centro 2,Hybrid,2026-10-12,8
HCP,Centro 5,Hybrid,2026-10-12,8
ING,Centro 5,Online,2026-10-12,8
SOC,Centro 2,Hybrid,2026-10-12,8
CYB,Centro 3,Hybrid,2026-10-12,7
GER,Centro 1,Hybrid,2026-10-12,7
GER,Centro 4,Hybrid,2026-10-12,7
GES,Centro 1,In-person,2026-10-12,7
LOG,Centro 1,In-person,2026-10-12,7
PBI,Centro 2,Online,2026-10-12,7
PRI,Centro 4,In-person,2026-10-12,7
PYT,Centro 4,Online,2026-10-12,7
FOR,Centro 5,Online,2026-10-12,6
HCP,Centro 2,In-person,2026-10-12,6
INF,Centro 5,Hybrid,2026-10-12,6
ING,Centro 3,In-person,2026-10-12,6
LID,Centro 1,Online,2026-10-12,6
LID,Centro 2,Hybrid,2026-10-12,6
LID,Centro 3,In-person,2026-10-12,6
LOG,Centro 2,Hybrid,2026-10-12,6
MNT,Centro 5,In-person,2026-10-12,6
PBI,Centro 3,Online,2026-10-12,6
PRO,Centro 2,Online,2026-10-12,6
SEG,Centro 1,In-person,2026-10-12,6
SOC,Centro 3,In-person,2026-10-12,6
TUR,Centro 5,Hybrid,2026-10-12,6
VND,Centro 4,Hybrid,2026-10-12,6
EXC,Centro 3,Online,2026-10-12,5
EXC,Centro 4,Online,2026-10-12,5
GER,Centro 2,Hybrid,2026-10-12,5
HOT,Centro 2,In-person,2026-10-12,5
ING,Centro 2,Online,2026-10-12,5
LID,Centro 1,In-person,2026-10-12,5
SEG,Centro 1,Online,2026-10-12,5
TUR,Centro 3,Hybrid,2026-10-12,5
GES,Centro 5,In-person,2026-10-12,4
INF,Centro 3,In-person,2026-10-12,4
PYT,Centro 1,Hybrid,2026-10-12,4
TUR,Centro 2,In-person,2026-10-12,4
FOR,Centro 3,Online,2026-10-12,3
HCP,Centro 2,Hybrid,2026-10-12,3
INF,Centro 2,In-person,2026-10-12,3
LID,Centro 3,Online,2026-10-12,3
MNT,Centro 4,In-person,2026-10-12,3
PBI,Centro 2,Hybrid,2026-10-12,3
PRO,Centro 4,Online,2026-10-12,3
SCI,Centro 2,Hybrid,2026-10-12,3
SEG,Centro 4,Hybrid,2026-10-12,3
TUR,Centro 3,In-person,2026-10-12,3
CYB,Centro 5,Hybrid,2026-10-12,2
EXC,Centro 4,Hybrid,2026-10-12,2
ING,Centro 3,Hybrid,2026-10-12,2
PRI,Centro 2,Hybrid,2026-10-12,2
PYT,Centro 2,Online,2026-10-12,2
PYT,Centro 3,Online,2026-10-12,2
SEG,Centro 2,Online,2026-10-12,2
SEG,Centro 3,In-person,2026-10-12,2
SST,Centro 3,In-person,2026-10-12,2
SST,Centro 5,Hybrid,2026-10-12,2
EXC,Centro 1,Online,2026-10-12,1
FOR,Centro 1,In-person,2026-10-12,1
GES,Centro 2,In-person,2026-10-12,1
HAC,Centro 2,In-person,2026-10-12,1
LID,Centro 2,Online,2026-10-12,1
LID,Centro 2,In-person,2026-10-12,1
PRI,Centro 2,In-person,2026-10-12,1
PRO,Centro 1,In-person,2026-10-12,1
PYT,Centro 1,Online,2026-10-12,1
PYT,Centro 4,Hybrid,2026-10-12,1
PYT,Centro 5,Online,2026-10-12,1
SCI,Centro 2,In-person,2026-10-12,1
SST,Centro 5,Online,2026-10-12,1
TUR,Centro 2,Hybrid,2026-10-12,1
TUR,Centro 4,Hybrid,2026-10-12,1
TUR,Centro 5,In-person,2026-10-12,1
VND,Centro 2,In-person,2026-10-12,1
GER,Centro 2,In-person,2026-10-19,52
SST,Centro 5,In-person,2026-10-19,50
PYT,Centro 2,Online,2026-10-19,42
GER,Centro 2,Hybrid,2026-10-19,38
PYT,Centro 2,Hybrid,2026-10-19,38
VND,Centro 1,Online,2026-10-19,38
LID,Centro 1,Online,2026-10-19,36
FOR,Centro 3,Hybrid,2026-10-19,31
PBI,Centro 4,Online,2026-10-19,28
CYB,Centro 2,Hybrid,2026-10-19,27
PRI,Centro 3,Hybrid,2026-10-19,27
PRI,Centro 3,In-person,2026-10-19,27
INF,Centro 4,In-person,2026-10-19,26
LOG,Centro 4,In-person,2026-10-19,26
MNT,Centro 3,In-person,2026-10-19,26
PYT,Centro 3,Hybrid,2026-10-19,26
CYB,Centro 1,Online,2026-10-19,25
FOR,Centro 3,Online,2026-10-19,24
HOT,Centro 2,In-person,2026-10-19,24
GES,Centro 2,In-person,2026-10-19,23
PBI,Centro 5,Hybrid,2026-10-19,23
PRO,Centro 4,Online,2026-10-19,22
SST,Centro 4,Hybrid,2026-10-19,22
EMP,Centro 4,In-person,2026-10-19,21
EXC,Centro 4,Online,2026-10-19,20
GER,Centro 3,Hybrid,2026-10-19,20
GER,Centro 3,In-person,2026-10-19,20
LOG,Centro 2,Hybrid,2026-10-19,20
PRO,Centro 4,In-person,2026-10-19,20
TUR,Centro 2,In-person,2026-10-19,20
HOT,Centro 2,Hybrid,2026-10-19,19
PRI,Centro 5,In-person,2026-10-19,19
GER,Centro 1,Hybrid,2026-10-19,18
HCP,Centro 1,In-person,2026-10-19,18
HOT,Centro 5,In-person,2026-10-19,18
INF,Centro 2,In-person,2026-10-19,17
PBI,Centro 1,Online,2026-10-19,17
PYT,Centro 2,In-person,2026-10-19,17
SCI,Centro 3,In-person,2026-10-19,17
SST,Centro 5,Hybrid,2026-10-19,17
CYB,Centro 5,Hybrid,2026-10-19,16
ING,Centro 3,In-person,2026-10-19,16
PYT,Centro 1,Online,2026-10-19,16
SOC,Centro 2,Hybrid,2026-10-19,16
SST,Centro 3,In-person,2026-10-19,16
VND,Centro 2,In-person,2026-10-19,16
FOR,Centro 3,In-person,2026-10-19,15
GES,Centro 2,Online,2026-10-19,15
ING,Centro 5,Online,2026-10-19,15
CYB,Centro 4,Online,2026-10-19,14
EMP,Centro 1,In-person,2026-10-19,14
EXC,Centro 3,Online,2026-10-19,14
FOR,Centro 4,Hybrid,2026-10-19,14
PYT,Centro 3,Online,2026-10-19,14
PBI,Centro 4,In-person,2026-10-19,13
CYB,Centro 5,Online,2026-10-19,12
EXC,Centro 2,Online,2026-10-19,12
EXC,Centro 3,Hybrid,2026-10-19,12
PBI,Centro 2,In-person,2026-10-19,12
EXC,Centro 1,Hybrid,2026-10-19,11
SEG,Centro 3,Online,2026-10-19,11
LOG,Centro 5,Hybrid,2026-10-19,10
PBI,Centro 1,Hybrid,2026-10-19,10
SOC,Centro 5,In-person,2026-10-19,10
SST,Centro 1,In-person,2026-10-19,10
VND,Centro 5,Hybrid,2026-10-19,10
PBI,Centro 4,Hybrid,2026-10-19,9
SEG,Centro 1,In-person,2026-10-19,9
SEG,Centro 2,Hybrid,2026-10-19,9
HAC,Centro 3,Hybrid,2026-10-19,8
INF,Centro 3,Hybrid,2026-10-19,8
SEG,Centro 3,Hybrid,2026-10-19,8
CYB,Centro 1,Hybrid,2026-10-19,7
FOR,Centro 5,Hybrid,2026-10-19,7
HAC,Centro 3,In-person,2026-10-19,7
MNT,Centro 1,In-person,2026-10-19,7
FOR,Centro 1,Hybrid,2026-10-19,6
FOR,Centro 1,In-person,2026-10-19,6
GES,Centro 5,In-person,2026-10-19,6
LID,Centro 4,Online,2026-10-19,6
PRO,Centro 3,Hybrid,2026-10-19,6
SCI,Centro 1,In-person,2026-10-19,6
TUR,Centro 5,Hybrid,2026-10-19,6
VND,Centro 5,Online,2026-10-19,6
FOR,Centro 5,Online,2026-10-19,5
HAC,Centro 4,In-person,2026-10-19,5
LID,Centro 4,In-person,2026-10-19,5
LOG,Centro 2,In-person,2026-10-19,5
MNT,Centro 5,In-person,2026-10-19,5
PYT,Centro 1,Hybrid,2026-10-19,5
PYT,Centro 4,Online,2026-10-19,5
SCI,Centro 1,Hybrid,2026-10-19,5
SEG,Centro 4,In-person,2026-10-19,5
VND,Centro 2,Online,2026-10-19,5
VND,Centro 2,Hybrid,2026-10-19,5
VND,Centro 4,Hybrid,2026-10-19,5
EMP,Centro 2,In-person,2026-10-19,4
HCP,Centro 1,Hybrid,2026-10-19,4
PBI,Centro 2,Online,2026-10-19,4
CYB,Centro 2,In-person,2026-10-19,3
EXC,Centro 1,Online,2026-10-19,3
EXC,Centro 2,In-person,2026-10-19,3
HAC,Centro 5,In-person,2026-10-19,3
INF,Centro 3,In-person,2026-10-19,3
LID,Centro 3,Online,2026-10-19,3
LOG,Centro 1,Hybrid,2026-10-19,3
LOG,Centro 5,In-person,2026-10-19,3
PRI,Centro 1,In-person,2026-10-19,3
CYB,Centro 4,Hybrid,2026-10-19,2
GER,Centro 4,In-person,2026-10-19,2
GER,Centro 5,In-person,2026-10-19,2
HAC,Centro 5,Online,2026-10-19,2
HOT,Centro 1,Hybrid,2026-10-19,2
PBI,Centro 2,Hybrid,2026-10-19,2
PRI,Centro 4,In-person,2026-10-19,2
PYT,Centro 5,In-person,2026-10-19,2
SEG,Centro 1,Online,2026-10-19,2
SOC,Centro 3,Hybrid,2026-10-19,2
SOC,Centro 3,In-person,2026-10-19,2
SST,Centro 1,Hybrid,2026-10-19,2
SST,Centro 3,Hybrid,2026-10-19,2
SST,Centro 4,In-person,2026-10-19,2
CYB,Centro 3,In-person,2026-10-19,1
EXC,Centro 4,Hybrid,2026-10-19,1
FOR,Centro 2,Hybrid,2026-10-19,1
GER,Centro 1,In-person,2026-10-19,1
GER,Centro 5,Hybrid,2026-10-19,1
HAC,Centro 2,In-person,2026-10-19,1
