action_id,course_id,local,start_date,end_date,modality,status,total_students
P_SEG_0819,SEG,Centro 5,2025-05-12,2025-05-13,In-person,Finalizada,21
P_HAC_0565,HAC,Centro 2,2025-05-12,2025-05-14,In-person,Finalizada,21
P_HCP_0521,HCP,Centro 5,2025-05-12,2025-05-14,In-person,Finalizada,17
P_LOG_0639,LOG,Centro 3,2025-05-12,2025-05-14,In-person,Finalizada,15
P_PRI_0687,PRI,Centro 1,2025-05-12,2025-05-14,In-person,Finalizada,15
P_EMP_0432,EMP,Centro 3,2025-05-12,2025-05-15,In-person,Finalizada,11
P_EMP_0437,EMP,Centro 4,2025-05-12,2025-05-15,In-person,Finalizada,13
H_INF_0508,INF,Centro 2,2025-05-12,2025-05-15,Hybrid,Finalizada,19
P_INF_0511,INF,Centro 3,2025-05-12,2025-05-15,In-person,Finalizada,10
P_INF_0514,INF,Centro 5,2025-05-12,2025-05-15,In-person,Finalizada,22
P_LID_0540,LID,Centro 1,2025-05-12,2025-05-15,In-person,Finalizada,22
H_LID_0546,LID,Centro 4,2025-05-12,2025-05-15,Hybrid,Cancelada,7
P_LOG_0633,LOG,Centro 1,2025-05-12,2025-05-15,In-person,Finalizada,12
H_LOG_0642,LOG,Centro 4,2025-05-12,2025-05-15,Hybrid,Finalizada,20
P_MNT_0582,MNT,Centro 1,2025-05-12,2025-05-15,In-person,Finalizada,17
P_MNT_0591,MNT,Centro 5,2025-05-12,2025-05-15,In-person,Finalizada,15
P_MNT_0592,MNT,Centro 5,2025-05-12,2025-05-15,In-person,Finalizada,19
P_SOC_0345,SOC,Centro 2,2025-05-12,2025-05-15,In-person,Finalizada,18
H_SOC_0346,SOC,Centro 3,2025-05-12,2025-05-15,Hybrid,Finalizada,23
P_SST_0737,SST,Centro 3,2025-05-12,2025-05-15,In-person,Finalizada,16
P_TUR_0377,TUR,Centro 2,2025-05-12,2025-05-15,In-person,Finalizada,16
P_TUR_0378,TUR,Centro 2,2025-05-12,2025-05-15,In-person,Finalizada,14
P_TUR_0381,TUR,Centro 4,2025-05-12,2025-05-15,In-person,Finalizada,12
H_VND_0543,VND,Centro 5,2025-05-12,2025-05-15,Hybrid,Finalizada,20
H_CYB_0801,CYB,Centro 5,2025-05-12,2025-05-16,Hybrid,Finalizada,23
P_HOT_0454,HOT,Centro 1,2025-05-12,2025-05-16,In-person,Finalizada,22
P_MNT_0578,MNT,Centro 1,2025-05-12,2025-05-16,In-person,Finalizada,18
P_MNT_0585,MNT,Centro 3,2025-05-12,2025-05-16,In-person,Finalizada,23
P_PBI_0781,PBI,Centro 2,2025-05-12,2025-05-16,In-person,Finalizada,11
H_PBI_0799,PBI,Centro 5,2025-05-12,2025-05-16,Hybrid,Cancelada,0
H_PRI_0694,PRI,Centro 3,2025-05-12,2025-05-16,Hybrid,Finalizada,21
H_PRO_0408,PRO,Centro 2,2025-05-12,2025-05-16,Hybrid,Finalizada,18
H_PRO_0414,PRO,Centro 4,2025-05-12,2025-05-16,Hybrid,Finalizada,17
E_SEG_0808,SEG,Centro 1,2025-05-12,2025-05-16,Online,Finalizada,28
H_SOC_0349,SOC,Centro 5,2025-05-12,2025-05-16,Hybrid,Finalizada,12
H_SST_0731,SST,Centro 1,2025-05-12,2025-05-16,Hybrid,Finalizada,16
H_SST_0734,SST,Centro 2,2025-05-12,2025-05-16,Hybrid,Finalizada,18
H_CYB_0789,CYB,Centro 2,2025-05-12,2025-05-17,Hybrid,Finalizada,17
E_HAC_0574,HAC,Centro 5,2025-05-12,2025-05-17,Online,Finalizada,22
E_SEG_0811,SEG,Centro 3,2025-05-12,2025-05-17,Online,Finalizada,28
E_CYB_0802,CYB,Centro 5,2025-05-12,2025-05-18,Online,Finalizada,34
H_PYT_0537,PYT,Centro 2,2025-05-12,2025-05-18,Hybrid,Finalizada,22
E_CYB_0805,CYB,Centro 5,2025-05-12,2025-05-19,Online,Finalizada,30
E_EXC_0715,EXC,Centro 3,2025-05-12,2025-05-19,Online,Finalizada,33
P_GER_0665,GER,Centro 5,2025-05-12,2025-05-19,In-person,Finalizada,17
E_LID_0542,LID,Centro 3,2025-05-12,2025-05-19,Online,Finalizada,24
E_CYB_0790,CYB,Centro 2,2025-05-12,2025-05-20,Online,Finalizada,16
E_SST_0738,SST,Centro 3,2025-05-12,2025-05-20,Online,Finalizada,26
E_EXC_0708,EXC,Centro 2,2025-05-12,2025-05-21,Online,Finalizada,24
E_EXC_0717,EXC,Centro 4,2025-05-12,2025-05-21,Online,Finalizada,26
H_GER_0656,GER,Centro 1,2025-05-12,2025-05-21,Hybrid,Finalizada,25
P_FOR_0498,FOR,Centro 1,2025-05-12,2025-05-25,In-person,Finalizada,19
P_INF_0513,INF,Centro 4,2025-05-13,2025-05-15,In-person,Finalizada,19
H_SCI_0511,SCI,Centro 4,2025-05-13,2025-05-15,Hybrid,Finalizada,22
P_SOC_0351,SOC,Centro 5,2025-05-13,2025-05-15,In-person,Finalizada,14
P_TUR_0376,TUR,Centro 1,2025-05-13,2025-05-15,In-person,Finalizada,19
P_LOG_0637,LOG,Centro 2,2025-05-13,2025-05-16,In-person,Finalizada,22
P_MNT_0593,MNT,Centro 5,2025-05-13,2025-05-16,In-person,Finalizada,15
P_PBI_0775,PBI,Centro 2,2025-05-13,2025-05-16,In-person,Cancelada,2
P_PBI_0800,PBI,Centro 5,2025-05-13,2025-05-16,In-person,Finalizada,11
H_PRI_0689,PRI,Centro 1,2025-05-13,2025-05-16,Hybrid,Cancelada,4
H_SCI_0509,SCI,Centro 2,2025-05-13,2025-05-16,Hybrid,Finalizada,23
P_SST_0740,SST,Centro 3,2025-05-13,2025-05-16,In-person,Finalizada,15
H_HCP_0519,HCP,Centro 3,2025-05-13,2025-05-17,Hybrid,Finalizada,25
H_LID_0550,LID,Centro 5,2025-05-13,2025-05-17,Hybrid,Finalizada,21
P_MNT_0587,MNT,Centro 3,2025-05-13,2025-05-17,In-person,Finalizada,16
H_SST_0746,SST,Centro 5,2025-05-13,2025-05-17,Hybrid,Finalizada,12
E_GES_0436,GES,Centro 4,2025-05-13,2025-05-19,Online,Finalizada,23
E_EXC_0712,EXC,Centro 2,2025-05-13,2025-05-20,Online,Finalizada,24
E_SST_0735,SST,Centro 2,2025-05-13,2025-05-20,Online,Finalizada,23
E_VND_0540,VND,Centro 2,2025-05-13,2025-05-20,Online,Finalizada,29
E_EXC_0710,EXC,Centro 2,2025-05-13,2025-05-22,Online,Finalizada,24
E_PBI_0792,PBI,Centro 4,2025-05-13,2025-05-23,Online,Finalizada,27
E_PYT_0529,PYT,Centro 1,2025-05-13,2025-05-25,Online,Finalizada,22
P_SEG_0821,SEG,Centro 5,2025-05-14,2025-05-15,In-person,Finalizada,14
P_PRI_0691,PRI,Centro 1,2025-05-14,2025-05-16,In-person,Cancelada,3
P_SEG_0820,SEG,Centro 5,2025-05-14,2025-05-16,In-person,Finalizada,15
P_GES_0433,GES,Centro 2,2025-05-14,2025-05-17,In-person,Finalizada,20
H_VND_0535,VND,Centro 1,2025-05-14,2025-05-17,Hybrid,Finalizada,22
H_INF_0510,INF,Centro 3,2025-05-14,2025-05-18,Hybrid,Finalizada,26
H_LOG_0636,LOG,Centro 2,2025-05-14,2025-05-18,Hybrid,Finalizada,18
H_PRI_0685,PRI,Centro 1,2025-05-14,2025-05-18,Hybrid,Finalizada,26
H_HOT_0460,HOT,Centro 5,2025-05-14,2025-05-19,Hybrid,Finalizada,19
H_SST_0741,SST,Centro 3,2025-05-14,2025-05-19,Hybrid,Finalizada,20
E_EXC_0709,EXC,Centro 2,2025-05-14,2025-05-21,Online,Finalizada,26
E_PRO_0411,PRO,Centro 3,2025-05-14,2025-05-23,Online,Cancelada,3
E_PBI_0785,PBI,Centro 3,2025-05-14,2025-05-24,Online,Finalizada,24
E_PYT_0540,PYT,Centro 2,2025-05-14,2025-05-25,Online,Finalizada,24
P_PRI_0686,PRI,Centro 1,2025-05-15,2025-05-16,In-person,Finalizada,20
P_HCP_0511,HCP,Centro 2,2025-05-15,2025-05-17,In-person,Finalizada,13
P_VND_0536,VND,Centro 1,2025-05-15,2025-05-18,In-person,Finalizada,17
P_HOT_0459,HOT,Centro 4,2025-05-15,2025-05-19,In-person,Finalizada,18
P_ING_0424,ING,Centro 3,2025-05-15,2025-05-20,In-person,Finalizada,18
H_PBI_0778,PBI,Centro 2,2025-05-15,2025-05-20,Hybrid,Finalizada,19
E_GES_0432,GES,Centro 1,2025-05-15,2025-05-21,Online,Finalizada,27
E_GES_0444,GES,Centro 5,2025-05-15,2025-05-21,Online,Finalizada,31
E_LID_0541,LID,Centro 3,2025-05-15,2025-05-22,Online,Finalizada,26
P_HCP_0508,HCP,Centro 1,2025-05-19,2025-05-20,In-person,Finalizada,13
P_SCI_0514,SCI,Centro 5,2025-05-19,2025-05-20,In-person,Finalizada,15
P_HAC_0563,HAC,Centro 1,2025-05-19,2025-05-21,In-person,Finalizada,17
P_PRI_0698,PRI,Centro 3,2025-05-19,2025-05-21,In-person,Finalizada,22
P_SCI_0508,SCI,Centro 2,2025-05-19,2025-05-21,In-person,Finalizada,13
P_SEG_0812,SEG,Centro 3,2025-05-19,2025-05-21,In-person,Finalizada,13
P_SOC_0348,SOC,Centro 4,2025-05-19,2025-05-21,In-person,Finalizada,15
P_TUR_0382,TUR,Centro 4,2025-05-19,2025-05-21,In-person,Finalizada,16
P_EMP_0439,EMP,Centro 5,2025-05-19,2025-05-22,In-person,Finalizada,20
E_HAC_0569,HAC,Centro 3,2025-05-19,2025-05-22,Online,Finalizada,30
P_MNT_0580,MNT,Centro 1,2025-05-19,2025-05-22,In-person,Finalizada,20
E_SEG_0804,SEG,Centro 1,2025-05-19,2025-05-22,Online,Finalizada,22
H_SEG_0805,SEG,Centro 1,2025-05-19,2025-05-22,Hybrid,Finalizada,25
H_SEG_0809,SEG,Centro 2,2025-05-19,2025-05-22,Hybrid,Finalizada,20
H_CYB_0794,CYB,Centro 3,2025-05-19,2025-05-23,Hybrid,Finalizada,20
H_INF_0512,INF,Centro 3,2025-05-19,2025-05-23,Hybrid,Finalizada,20
H_LID_0539,LID,Centro 1,2025-05-19,2025-05-23,Hybrid,Finalizada,28
P_MNT_0576,MNT,Centro 1,2025-05-19,2025-05-23,In-person,Finalizada,21
P_PBI_0784,PBI,Centro 2,2025-05-19,2025-05-23,In-person,Finalizada,17
P_PBI_0788,PBI,Centro 3,2025-05-19,2025-05-23,In-person,Finalizada,13
H_GES_0435,GES,Centro 4,2025-05-19,2025-05-24,Hybrid,Finalizada,17
H_HOT_0463,HOT,Centro 5,2025-05-19,2025-05-24,Hybrid,Finalizada,15
H_PBI_0796,PBI,Centro 4,2025-05-19,2025-05-24,Hybrid,Finalizada,21
H_PYT_0546,PYT,Centro 5,2025-05-19,2025-05-24,Hybrid,Finalizada,21
E_CYB_0788,CYB,Centro 1,2025-05-19,2025-05-25,Online,Finalizada,23
E_CYB_0804,CYB,Centro 5,2025-05-19,2025-05-25,Online,Finalizada,20
E_GES_0430,GES,Centro 1,2025-05-19,2025-05-25,Online,Finalizada,24
E_SST_0730,SST,Centro 1,2025-05-19,2025-05-25,Online,Finalizada,24
E_SST_0736,SST,Centro 2,2025-05-19,2025-05-25,Online,Finalizada,22
E_GES_0440,GES,Centro 4,2025-05-19,2025-05-26,Online,Finalizada,28
E_LID_0547,LID,Centro 4,2025-05-19,2025-05-26,Online,Finalizada,27
E_LID_0549,LID,Centro 5,2025-05-19,2025-05-26,Online,Finalizada,23
H_PYT_0541,PYT,Centro 2,2025-05-19,2025-05-26,Hybrid,Finalizada,21
E_EXC_0714,EXC,Centro 3,2025-05-19,2025-05-27,Online,Finalizada,25
E_PBI_0774,PBI,Centro 1,2025-05-19,2025-05-29,Online,Finalizada,23
H_GER_0663,GER,Centro 3,2025-05-19,2025-05-30,Hybrid,Finalizada,20
E_PYT_0533,PYT,Centro 1,2025-05-19,2025-05-30,Online,Finalizada,20
E_PYT_0536,PYT,Centro 2,2025-05-19,2025-05-31,Online,Finalizada,28
E_PYT_0542,PYT,Centro 3,2025-05-19,2025-05-31,Online,Finalizada,19
H_FOR_0501,FOR,Centro 5,2025-05-19,2025-06-07,Hybrid,Finalizada,25
P_HCP_0516,HCP,Centro 2,2025-05-20,2025-05-21,In-person,Finalizada,16
H_SEG_0802,SEG,Centro 1,2025-05-20,2025-05-22,Hybrid,Finalizada,20
P_VND_0539,VND,Centro 2,2025-05-20,2025-05-22,In-person,Finalizada,17
P_CYB_0792,CYB,Centro 2,2025-05-20,2025-05-23,In-person,Cancelada,6
P_EMP_0438,EMP,Centro 5,2025-05-20,2025-05-23,In-person,Finalizada,17
H_ING_0422,ING,Centro 3,2025-05-20,2025-05-25,Hybrid,Finalizada,16
H_LID_0545,LID,Centro 4,2025-05-20,2025-05-25,Hybrid,Finalizada,16
P_GER_0660,GER,Centro 3,2025-05-20,2025-05-27,In-person,Finalizada,14
P_GES_0429,GES,Centro 1,2025-05-21,2025-05-23,In-person,Finalizada,26
H_CYB_0800,CYB,Centro 4,2025-05-21,2025-05-25,Hybrid,Finalizada,30
H_CYB_0795,CYB,Centro 3,2025-05-21,2025-05-26,Hybrid,Finalizada,25
H_EXC_0718,EXC,Centro 4,2025-05-21,2025-05-26,Hybrid,Finalizada,29
E_EXC_0711,EXC,Centro 2,2025-05-21,2025-05-29,Online,Cancelada,4
P_GER_0667,GER,Centro 5,2025-05-21,2025-05-29,In-person,Finalizada,19
E_PRO_0410,PRO,Centro 3,2025-05-21,2025-06-01,Online,Finalizada,21
H_GES_0439,GES,Centro 4,2025-05-22,2025-05-26,Hybrid,Finalizada,20
E_HAC_0561,HAC,Centro 1,2025-05-22,2025-05-26,Online,Finalizada,20
P_PYT_0531,PYT,Centro 1,2025-05-22,2025-05-26,In-person,Cancelada,0
E_CYB_0803,CYB,Centro 5,2025-05-22,2025-05-28,Online,Finalizada,19
E_EXC_0720,EXC,Centro 4,2025-05-22,2025-05-30,Online,Finalizada,21
P_HCP_0518,HCP,Centro 3,2025-05-26,2025-05-27,In-person,Finalizada,16
P_SEG_0807,SEG,Centro 1,2025-05-26,2025-05-27,In-person,Finalizada,15
P_HAC_0575,HAC,Centro 5,2025-05-26,2025-05-28,In-person,Finalizada,15
P_INF_0515,INF,Centro 5,2025-05-26,2025-05-28,In-person,Finalizada,22
P_LID_0543,LID,Centro 3,2025-05-26,2025-05-28,In-person,Finalizada,14
P_LOG_0635,LOG,Centro 1,2025-05-26,2025-05-28,In-person,Finalizada,25
P_LOG_0640,LOG,Centro 4,2025-05-26,2025-05-28,In-person,Finalizada,13
P_PRI_0696,PRI,Centro 3,2025-05-26,2025-05-28,In-person,Finalizada,18
P_SOC_0344,SOC,Centro 1,2025-05-26,2025-05-28,In-person,Finalizada,18
P_SST_0743,SST,Centro 5,2025-05-26,2025-05-28,In-person,Finalizada,22
P_CYB_0799,CYB,Centro 4,2025-05-26,2025-05-29,In-person,Finalizada,12
P_EMP_0431,EMP,Centro 2,2025-05-26,2025-05-29,In-person,Finalizada,14
P_GES_0442,GES,Centro 5,2025-05-26,2025-05-29,In-person,Cancelada,5
H_HCP_0520,HCP,Centro 5,2025-05-26,2025-05-29,Hybrid,Finalizada,21
P_PBI_0780,PBI,Centro 2,2025-05-26,2025-05-29,In-person,Finalizada,17
P_PBI_0798,PBI,Centro 5,2025-05-26,2025-05-29,In-person,Finalizada,22
H_SCI_0505,SCI,Centro 1,2025-05-26,2025-05-29,Hybrid,Finalizada,20
P_HOT_0458,HOT,Centro 4,2025-05-26,2025-05-30,In-person,Finalizada,23
P_MNT_0581,MNT,Centro 1,2025-05-26,2025-05-30,In-person,Finalizada,14
H_PBI_0795,PBI,Centro 4,2025-05-26,2025-05-30,Hybrid,Finalizada,27
H_CYB_0793,CYB,Centro 3,2025-05-26,2025-05-31,Hybrid,Finalizada,20
P_ING_0427,ING,Centro 4,2025-05-26,2025-05-31,In-person,Finalizada,18
H_LID_0544,LID,Centro 4,2025-05-26,2025-05-31,Hybrid,Finalizada,18
H_VND_0538,VND,Centro 2,2025-05-26,2025-05-31,Hybrid,Finalizada,22
H_ING_0428,ING,Centro 5,2025-05-26,2025-06-02,Hybrid,Finalizada,15
H_GER_0657,GER,Centro 1,2025-05-26,2025-06-06,Hybrid,Finalizada,18
P_EMP_0436,EMP,Centro 4,2025-05-27,2025-05-29,In-person,Finalizada,13
P_GES_0434,GES,Centro 4,2025-05-27,2025-05-29,In-person,Finalizada,18
H_PRI_0692,PRI,Centro 1,2025-05-27,2025-05-29,Hybrid,Finalizada,22
H_PRI_0695,PRI,Centro 3,2025-05-27,2025-05-29,Hybrid,Finalizada,18
P_SCI_0506,SCI,Centro 1,2025-05-27,2025-05-29,In-person,Finalizada,27
H_SEG_0818,SEG,Centro 5,2025-05-27,2025-05-29,Hybrid,Finalizada,21
P_LOG_0638,LOG,Centro 3,2025-05-27,2025-05-30,In-person,Finalizada,13
P_HOT_0462,HOT,Centro 5,2025-05-27,2025-05-31,In-person,Finalizada,14
P_PYT_0534,PYT,Centro 2,2025-05-27,2025-05-31,In-person,Finalizada,16
H_PRO_0416,PRO,Centro 5,2025-05-27,2025-06-02,Hybrid,Finalizada,14
H_GER_0666,GER,Centro 5,2025-05-27,2025-06-06,Hybrid,Finalizada,13
E_ING_0426,ING,Centro 3,2025-05-27,2025-06-08,Online,Finalizada,26
P_SEG_0806,SEG,Centro 1,2025-05-28,2025-05-29,In-person,Finalizada,15
P_EMP_0433,EMP,Centro 3,2025-05-28,2025-05-30,In-person,Finalizada,16
H_PRI_0699,PRI,Centro 5,2025-05-28,2025-05-30,Hybrid,Finalizada,22
H_VND_0544,VND,Centro 5,2025-05-28,2025-05-31,Hybrid,Finalizada,20
E_FOR_0500,FOR,Centro 4,2025-05-28,2025-06-29,Online,Finalizada,25
P_HCP_0509,HCP,Centro 1,2025-05-29,2025-05-31,In-person,Finalizada,22
P_VND_0541,VND,Centro 2,2025-05-29,2025-05-31,In-person,Finalizada,15
P_EXC_0721,EXC,Centro 4,2025-05-29,2025-06-01,In-person,Finalizada,21
H_HOT_0456,HOT,Centro 2,2025-05-29,2025-06-03,Hybrid,Finalizada,24
E_CYB_0791,CYB,Centro 2,2025-05-29,2025-06-05,Online,Finalizada,24
H_HAC_0584,HAC,Centro 4,2025-06-02,2025-06-03,Hybrid,Finalizada,16
H_HAC_0585,HAC,Centro 4,2025-06-02,2025-06-03,Hybrid,Finalizada,13
P_HCP_0526,HCP,Centro 2,2025-06-02,2025-06-03,In-person,Finalizada,21
P_HCP_0531,HCP,Centro 4,2025-06-02,2025-06-03,In-person,Finalizada,22
H_SCI_0520,SCI,Centro 3,2025-06-02,2025-06-03,Hybrid,Finalizada,26
P_EMP_0446,EMP,Centro 5,2025-06-02,2025-06-04,In-person,Finalizada,14
P_EMP_0447,EMP,Centro 5,2025-06-02,2025-06-04,In-person,Finalizada,17
P_GES_0447,GES,Centro 1,2025-06-02,2025-06-04,In-person,Finalizada,13
H_HCP_0529,HCP,Centro 3,2025-06-02,2025-06-04,Hybrid,Finalizada,20
P_LID_0556,LID,Centro 4,2025-06-02,2025-06-04,In-person,Finalizada,17
P_PRI_0704,PRI,Centro 3,2025-06-02,2025-06-04,In-person,Finalizada,10
P_SCI_0517,SCI,Centro 2,2025-06-02,2025-06-04,In-person,Cancelada,3
P_SOC_0357,SOC,Centro 3,2025-06-02,2025-06-04,In-person,Finalizada,17
P_SST_0747,SST,Centro 1,2025-06-02,2025-06-04,In-person,Finalizada,19
P_SST_0757,SST,Centro 4,2025-06-02,2025-06-04,In-person,Finalizada,19
P_TUR_0390,TUR,Centro 5,2025-06-02,2025-06-04,In-person,Finalizada,9
P_CYB_0826,CYB,Centro 5,2025-06-02,2025-06-05,In-person,Finalizada,15
H_GES_0445,GES,Centro 1,2025-06-02,2025-06-05,Hybrid,Finalizada,18
P_HOT_0464,HOT,Centro 1,2025-06-02,2025-06-05,In-person,Finalizada,13
P_HOT_0473,HOT,Centro 5,2025-06-02,2025-06-05,In-person,Finalizada,25
P_INF_0518,INF,Centro 2,2025-06-02,2025-06-05,In-person,Finalizada,19
P_LID_0551,LID,Centro 1,2025-06-02,2025-06-05,In-person,Finalizada,23
P_LOG_0644,LOG,Centro 1,2025-06-02,2025-06-05,In-person,Finalizada,12
P_LOG_0650,LOG,Centro 2,2025-06-02,2025-06-05,In-person,Finalizada,20
P_MNT_0595,MNT,Centro 2,2025-06-02,2025-06-05,In-person,Finalizada,20
H_PBI_0806,PBI,Centro 1,2025-06-02,2025-06-06,Hybrid,Finalizada,15
H_PBI_0815,PBI,Centro 2,2025-06-02,2025-06-06,Hybrid,Finalizada,19
H_PBI_0823,PBI,Centro 4,2025-06-02,2025-06-06,Hybrid,Finalizada,19
H_PRI_0706,PRI,Centro 5,2025-06-02,2025-06-06,Hybrid,Cancelada,0
P_PRO_0424,PRO,Centro 4,2025-06-02,2025-06-06,In-person,Finalizada,14
H_SST_0761,SST,Centro 5,2025-06-02,2025-06-06,Hybrid,Finalizada,14
H_CYB_0821,CYB,Centro 4,2025-06-02,2025-06-07,Hybrid,Finalizada,17
H_EXC_0733,EXC,Centro 4,2025-06-02,2025-06-07,Hybrid,Finalizada,19
H_PYT_0555,PYT,Centro 3,2025-06-02,2025-06-07,Hybrid,Finalizada,25
E_GES_0446,GES,Centro 1,2025-06-02,2025-06-08,Online,Finalizada,32
E_GES_0456,GES,Centro 5,2025-06-02,2025-06-08,Online,Cancelada,0
H_PRO_0419,PRO,Centro 1,2025-06-02,2025-06-08,Hybrid,Finalizada,22
H_PRO_0421,PRO,Centro 2,2025-06-02,2025-06-08,Hybrid,Finalizada,21
E_VND_0547,VND,Centro 1,2025-06-02,2025-06-08,Online,Finalizada,20
E_VND_0552,VND,Centro 4,2025-06-02,2025-06-08,Online,Finalizada,24
E_PBI_0812,PBI,Centro 2,2025-06-02,2025-06-11,Online,Finalizada,24
E_PBI_0826,PBI,Centro 5,2025-06-02,2025-06-11,Online,Cancelada,0
H_GER_0673,GER,Centro 3,2025-06-02,2025-06-13,Hybrid,Finalizada,22
E_PYT_0552,PYT,Centro 3,2025-06-02,2025-06-14,Online,Finalizada,27
E_FOR_0508,FOR,Centro 3,2025-06-02,2025-07-02,Online,Finalizada,30
E_FOR_0510,FOR,Centro 4,2025-06-02,2025-07-02,Online,Finalizada,17
P_SCI_0521,SCI,Centro 5,2025-06-03,2025-06-04,In-person,Finalizada,22
P_SEG_0822,SEG,Centro 1,2025-06-03,2025-06-04,In-person,Finalizada,13
P_EMP_0445,EMP,Centro 4,2025-06-03,2025-06-05,In-person,Finalizada,18
H_HCP_0527,HCP,Centro 3,2025-06-03,2025-06-05,Hybrid,Finalizada,21
P_HCP_0530,HCP,Centro 3,2025-06-03,2025-06-05,In-person,Finalizada,20
P_SOC_0352,SOC,Centro 1,2025-06-03,2025-06-05,In-person,Finalizada,16
P_SST_0749,SST,Centro 1,2025-06-03,2025-06-05,In-person,Finalizada,14
P_CYB_0827,CYB,Centro 5,2025-06-03,2025-06-06,In-person,Finalizada,15
P_EMP_0441,EMP,Centro 2,2025-06-03,2025-06-06,In-person,Finalizada,13
P_EXC_0734,EXC,Centro 4,2025-06-03,2025-06-06,In-person,Finalizada,19
P_HOT_0475,HOT,Centro 5,2025-06-03,2025-06-06,In-person,Cancelada,2
H_LOG_0647,LOG,Centro 1,2025-06-03,2025-06-06,Hybrid,Finalizada,15
P_MNT_0600,MNT,Centro 4,2025-06-03,2025-06-06,In-person,Finalizada,18
P_VND_0551,VND,Centro 3,2025-06-03,2025-06-06,In-person,Finalizada,16
H_PRO_0420,PRO,Centro 2,2025-06-03,2025-06-08,Hybrid,Finalizada,21
E_EXC_0729,EXC,Centro 3,2025-06-03,2025-06-11,Online,Finalizada,20
E_GES_0453,GES,Centro 4,2025-06-03,2025-06-11,Online,Finalizada,23
E_EXC_0726,EXC,Centro 2,2025-06-03,2025-06-12,Online,Finalizada,25
E_PBI_0807,PBI,Centro 1,2025-06-03,2025-06-12,Online,Finalizada,28
E_PBI_0816,PBI,Centro 3,2025-06-03,2025-06-13,Online,Finalizada,17
E_PRO_0428,PRO,Centro 5,2025-06-03,2025-06-14,Online,Finalizada,22
E_PYT_0554,PYT,Centro 3,2025-06-03,2025-06-15,Online,Finalizada,33
P_HAC_0580,HAC,Centro 2,2025-06-04,2025-06-05,In-person,Finalizada,19
P_LID_0554,LID,Centro 2,2025-06-04,2025-06-06,In-person,Finalizada,12
P_SST_0752,SST,Centro 2,2025-06-04,2025-06-06,In-person,Finalizada,17
P_EMP_0443,EMP,Centro 4,2025-06-04,2025-06-07,In-person,Finalizada,14
H_HAC_0586,HAC,Centro 4,2025-06-04,2025-06-07,Hybrid,Finalizada,21
P_HOT_0470,HOT,Centro 3,2025-06-04,2025-06-07,In-person,Finalizada,13
H_LOG_0655,LOG,Centro 3,2025-06-04,2025-06-07,Hybrid,Finalizada,24
P_LOG_0653,LOG,Centro 3,2025-06-04,2025-06-07,In-person,Finalizada,17
P_TUR_0383,TUR,Centro 1,2025-06-04,2025-06-07,In-person,Finalizada,11
P_VND_0549,VND,Centro 2,2025-06-04,2025-06-07,In-person,Finalizada,17
H_PBI_0810,PBI,Centro 2,2025-06-04,2025-06-08,Hybrid,Finalizada,16
P_PYT_0551,PYT,Centro 2,2025-06-04,2025-06-09,In-person,Finalizada,21
H_PBI_0802,PBI,Centro 1,2025-06-04,2025-06-10,Hybrid,Finalizada,21
E_LID_0552,LID,Centro 1,2025-06-04,2025-06-12,Online,Finalizada,31
P_SST_0753,SST,Centro 2,2025-06-05,2025-06-07,In-person,Finalizada,16
H_SCI_0518,SCI,Centro 3,2025-06-05,2025-06-08,Hybrid,Finalizada,15
P_TUR_0385,TUR,Centro 2,2025-06-05,2025-06-08,In-person,Finalizada,12
P_VND_0548,VND,Centro 1,2025-06-05,2025-06-08,In-person,Finalizada,18
H_GES_0448,GES,Centro 1,2025-06-05,2025-06-09,Hybrid,Finalizada,18
P_GER_0679,GER,Centro 4,2025-06-05,2025-06-13,In-person,Finalizada,19
E_LID_0558,LID,Centro 5,2025-06-05,2025-06-13,Online,Finalizada,26
P_HAC_0583,HAC,Centro 4,2025-06-09,2025-06-10,In-person,Finalizada,24
P_INF_0517,INF,Centro 2,2025-06-09,2025-06-11,In-person,Finalizada,18
P_SOC_0353,SOC,Centro 2,2025-06-09,2025-06-11,In-person,Finalizada,13
P_SOC_0355,SOC,Centro 3,2025-06-09,2025-06-11,In-person,Finalizada,12
P_VND_0546,VND,Centro 1,2025-06-09,2025-06-11,In-person,Finalizada,20
H_CYB_0812,CYB,Centro 2,2025-06-09,2025-06-12,Hybrid,Finalizada,22
P_HOT_0466,HOT,Centro 2,2025-06-09,2025-06-12,In-person,Finalizada,18
P_PBI_0821,PBI,Centro 4,2025-06-09,2025-06-12,In-person,Finalizada,15
P_PRO_0426,PRO,Centro 4,2025-06-09,2025-06-12,In-person,Finalizada,22
H_SEG_0823,SEG,Centro 1,2025-06-09,2025-06-12,Hybrid,Finalizada,20
H_CYB_0809,CYB,Centro 2,2025-06-09,2025-06-13,Hybrid,Finalizada,27
H_CYB_0822,CYB,Centro 4,2025-06-09,2025-06-13,Hybrid,Finalizada,25
H_HOT_0471,HOT,Centro 3,2025-06-09,2025-06-13,Hybrid,Finalizada,29
P_PRO_0423,PRO,Centro 3,2025-06-09,2025-06-13,In-person,Finalizada,22
H_CYB_0825,CYB,Centro 5,2025-06-09,2025-06-14,Hybrid,Finalizada,16
H_EXC_0735,EXC,Centro 5,2025-06-09,2025-06-14,Hybrid,Finalizada,16
H_PYT_0547,PYT,Centro 1,2025-06-09,2025-06-14,Hybrid,Finalizada,14
